Authors,Reference,Year published,Report type,Country of study,Ocean,Region,Study type,Years of data,Focus species Common Name,Other Species,"Life stage studied (Adult, Juvenile, Larval, Egg)",Temperature information recorded,Depth distribution information was recorded,Role in ecosystem: Predator species identified,Role in ecosystem: Prey species identified,Sampling gear used,Hydroacoustic frequency,StockStructure,Distribution_DataType,Distribution_DistributionHabitatUse,GrowthLifeHistory_MassOrSize,GrowthLifeHistory_Condition,GrowthLifeHistory_Foraging,GrowthLifeHistory_Other,Survival_Survival&Mortality,Performance_Stress,Performance_Energy,Performance_Swimming,Performance_Other,Migration_Spawning,Migration_Other,Reproduction_Maturation,Reproduction_Spawning,Reproduction_EggAbundance,Reproduction_EggSizeOrWeight,Reproduction_Fecundity,Reproduction_Other,Productivity_BiomassOrAbundance,Productivity_Recruitment,Productivity_Other,URL,DFO_Region,,,,
"Courtois, R., Simoneau, M., and Dodson, J.J.","Courtois, R., Simoneau, M., and Dodson, J.J. 1982. Interactions multispécifiques: répartition spatio-temporelle des larves de capelan (Mallotus villosus), d’éperlan (Osmerus mordax) et de hareng de l’Atlantique (Clupea harengus harengus) an sein de la communauté planctonique de l’estuaire moyen du Saint-L. Can. J. Fish. Aquat. Sci. 39(8): 1164–1174. Dep. Biol., Univ. Laval, Cite Univ., Ste-Foy (Que.) G1K 7P4, Canada. Available from https://www.proquest.com/scholarly-journals/multispecies-interactions-temporal-spatial/docview/15509205/se-2?accountid=27308.",1982,journal paper,Canada,Atlantic,Northern Gulf of St. Lawrence,"ecosystem, life history",1 year,Atlantic Herring,yes,Larval,yes,yes,yes,NA,NA,NA,NA,standardized abundance,"competitors, predators, temperature, salinity, other pressure, zooplankton (secondary productivity)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Courtois, R., Simoneau, M., and Dodson, J.J.","Courtois, R., Simoneau, M., and Dodson, J.J. 1982. Interactions multispécifiques: répartition spatio-temporelle des larves de capelan (Mallotus villosus), d’éperlan (Osmerus mordax) et de hareng de l’Atlantique (Clupea harengus harengus) an sein de la communauté planctonique de l’estuaire moyen du Saint-L. Can. J. Fish. Aquat. Sci. 39(8): 1164–1174. Dep. Biol., Univ. Laval, Cite Univ., Ste-Foy (Que.) G1K 7P4, Canada. Available from https://www.proquest.com/scholarly-journals/multispecies-interactions-temporal-spatial/docview/15509205/se-2?accountid=27308.",1982,journal paper,Canada,Atlantic,Northern Gulf of St. Lawrence,"ecosystem, life history",1 year,Capelin,yes,Larval,yes,yes,yes,NA,plankton net,NA,NA,standardized abundance,"competitors, predators, temperature, salinity, other pressure, zooplankton (secondary productivity)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Grégoire, F., and Gagnon, P.","Grégoire, F., and Gagnon, P. 1993. Analyse préliminaire des mesures de L1 sur des otolithes de maquereau bleu (Scomber scombrus L.) du golfe du Saint-Laurent. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). Ministère des pêches et des océans, Dartmouth, N.-É. U6 - ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info%3Asid%2Fsummon.serialssolutions.com&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=book&rft.title=Analyse+pr%C3%A9liminaire+des+mesures+de+L1+sur+des+otolit. Available from https://www.proquest.com/docview/1837320609?accountid=27308.",1993,organization report,Canada,Atlantic,"Southern Gulf of St. Lawrence, Northern Gulf of St. Lawrence",life history,> 5 years,Atlantic Mackerel,no,"Adult, Juvenile",no,no,no,no,not specified,NA,NA,NA,NA,not linked to a pressure,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,QueGul,,,,
"Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N.","Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N. 2014. Oil and Gas Exploration in the Southeastern Gulf of St. Lawrence: A Review of Information on Pinnipeds and Cetaceans in the. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/264693.pdf [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,ecosystem,> 5 years,Atlantic Herring,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N.","Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N. 2014. Oil and Gas Exploration in the Southeastern Gulf of St. Lawrence: A Review of Information on Pinnipeds and Cetaceans in the. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/264693.pdf [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,ecosystem,> 5 years,Atlantic Mackerel,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N.","Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N. 2014. Oil and Gas Exploration in the Southeastern Gulf of St. Lawrence: A Review of Information on Pinnipeds and Cetaceans in the. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/264693.pdf [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,ecosystem,> 5 years,Capelin,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N.","Hammill, M.O., Lesage, V., Dubé, Y., and Measures, L.N. 2014. Oil and Gas Exploration in the Southeastern Gulf of St. Lawrence: A Review of Information on Pinnipeds and Cetaceans in the. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/264693.pdf [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,ecosystem,> 5 years,sand lances,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hannah, R.W., and Jones, S.A.","Hannah, R.W., and Jones, S.A. 2012. Evaluating the behavioral impairment of escaping fish can help measure the effectiveness of bycatch reduction devices. Fish. Res. 131–133: 39–44. Oregon Department of Fish and Wildlife, Marine Resources Program, 2040 SE Marine Science Drive, Newport, OR 97365, USA, bob.w.hannah@state.or.us. Available from https://www.proquest.com/docview/1439222020?accountid=27308.",2012,journal paper,USA,Pacific,"Washington, Oregon, or California",performance,1 year,Eulachon,no,"Adult, Juvenile",no,yes,no,no,commercial bottom trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,NA,fisheries,fisheries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pacific,,,,
"Lavoie, R.A., Rail, J.-F., and Lean, D.R.S.","Lavoie, R.A., Rail, J.-F., and Lean, D.R.S. 2012. Diet Composition of Seabirds from Corossol Island, Canada, Using Direct Dietary and Stable Isotope Analyses. Waterbirds 35(3): 402–419. Waterbird Society, Biology Department, University of Ottawa, 30 Marie Curie Private, Ottawa, ON, K1N 6N5, Canada, lavoie.raphael@gmail.com. doi:http://dx.doi.org/10.1675/063.035.0305.",2012,journal paper,Canada,Atlantic,Northern Gulf of St. Lawrence,ecosystem,< 5 years,Capelin,yes,not specified,no,yes,yes,no,predator,NA,NA,NA,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Lavoie, R.A., Rail, J.-F., and Lean, D.R.S.","Lavoie, R.A., Rail, J.-F., and Lean, D.R.S. 2012. Diet Composition of Seabirds from Corossol Island, Canada, Using Direct Dietary and Stable Isotope Analyses. Waterbirds 35(3): 402–419. Waterbird Society, Biology Department, University of Ottawa, 30 Marie Curie Private, Ottawa, ON, K1N 6N5, Canada, lavoie.raphael@gmail.com. doi:http://dx.doi.org/10.1675/063.035.0305.",2012,journal paper,Canada,Atlantic,Northern Gulf of St. Lawrence,ecosystem,< 5 years,sand lances,yes,not specified,no,yes,yes,no,predator,NA,NA,NA,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"McGladdery, S.","McGladdery, S. 1981 A survey of parasites of Northwest Atlantic herring Clupea harengus L: a preliminary account. NAFO SCR Doc. 81/IX/124",1981,organization report,Canada,Atlantic,"Southern Newfoundland (Divs. 3NOPs), Scotian Shelf (Divs. 4VWX), Bay of Fundy",stock structure,1 year,Atlantic Herring,no,not specified,no,no,no,no,not specified,NA,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C.","Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C. 2014. Preliminary results from the groundfish and shrimp multidisciplinary survey in August 2013 in the Estuary and northern Gulf of St. Lawrence Claude Nozères Fisheries and Oceans Canada. Available from https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2014/2014_010-eng.html [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,distribution,> 5 years,Atlantic Herring,yes,not specified,yes,yes,no,no,bottom trawl,NA,NA,"other , standardized biomass",not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,QueGul,,,,
"Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C.","Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C. 2014. Preliminary results from the groundfish and shrimp multidisciplinary survey in August 2013 in the Estuary and northern Gulf of St. Lawrence Claude Nozères Fisheries and Oceans Canada. Available from https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2014/2014_010-eng.html [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,other,1 year,Atlantic Mackerel,yes,not specified,no,no,no,no,bottom trawl,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,QueGul,,,,
"Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C.","Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C. 2014. Preliminary results from the groundfish and shrimp multidisciplinary survey in August 2013 in the Estuary and northern Gulf of St. Lawrence Claude Nozères Fisheries and Oceans Canada. Available from https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2014/2014_010-eng.html [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,distribution,> 5 years,Capelin,yes,not specified,yes,yes,no,no,bottom trawl,NA,NA,"other , standardized biomass",not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,QueGul,,,,
"Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C.","Archambault, D., Bourdages, H., Brassard, C., Galbraith, P., Gauthier, J., Grégoire, F., Lambert, J., and Nozeres, C. 2014. Preliminary results from the groundfish and shrimp multidisciplinary survey in August 2013 in the Estuary and northern Gulf of St. Lawrence Claude Nozères Fisheries and Oceans Canada. Available from https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2014/2014_010-eng.html [accessed 26 October 2020].",2014,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,other,1 year,sand lances,yes,not specified,no,no,no,no,bottom trawl,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,QueGul,,,,
"Chagnon, Y.C.","Chagnon, Y.C. 1982. Mise au point d’une nouvelle methode de separation des populations de capelan de l’estuaire et du golfe du St-Laurent: rapport final. Bio-conseil Inc, Quebec. Available from https://cat.fsl-bsf.scitech.gc.ca/record=3882524.",1982,organization report,Canada,Atlantic,"Northern Gulf of St. Lawrence, Hudson Bay",stock structure,1 year,Capelin,no,Adult,no,no,no,no,"gillnets, other",NA,genetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Chagnon, Y.C.","Chagnon, Y.C. 1982. Mise au point d’une nouvelle methode de separation des populations de capelan de l’estuaire et du golfe du St-Laurent: rapport final. Bio-conseil Inc, Quebec. Available from https://cat.fsl-bsf.scitech.gc.ca/record=3882524.",1982,organization report,Canada,Arctic,"Northern Gulf of St. Lawrence, Hudson Bay",stock structure,1 year,Capelin,no,Adult,no,no,no,no,"gillnets, other",NA,genetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Dalley, E.L., Anderson, J.T., and Davis, D.J.","Dalley, E.L., Anderson, J.T., and Davis, D.J. 2000. Short term fluctuations in the pelagic ecosystem of the northwest Atlantic. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). DFO, St. John’s, NF (Canada), [mailto:info@dfo-mpo.gc.ca]. Available from http://search.proquest.com.ezproxy.library.uvic.ca/docview/1709172757?accountid=14846.",2000,organization report,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Newfoundland (Divs. 3NOPs)",distribution,< 5 years,sand lances,yes,Juvenile,yes,no,no,no,pelagic trawl,NA,NA,"catch, abundance","temperature, other pressure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NLMar,,,,
"Dalley, E.L., Anderson, J.T., and Davis, D.J.","Dalley, E.L., Anderson, J.T., and Davis, D.J. 2000. Short term fluctuations in the pelagic ecosystem of the northwest Atlantic. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). DFO, St. John’s, NF (Canada), [mailto:info@dfo-mpo.gc.ca]. Available from http://search.proquest.com.ezproxy.library.uvic.ca/docview/1709172757?accountid=14846.",2000,organization report,Canada,Atlantic,"Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL), Southern Newfoundland (Divs. 3NOPs)",distribution,< 5 years,Capelin,yes,"Larval, Juvenile",yes,no,no,no,"plankton net, pelagic trawl",NA,NA,"catch, abundance","temperature, other pressure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NLMar,,,,
"Gregoire, F., and Beaulieu, J.-L.","Gregoire, F., and Beaulieu, J.-L. 2012. Exploratory analysis of the NFT ADAPT SPA model for the west coast of Newfoundland herring stocks, 2000-2011. TT - Analyse exploratoire du modele ADAPT ASP NFT pour les stocks de hareng de la cote ouest de Terre-Neuve, 2000-2011. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). Secrétariat canadien de consultation scientifique = Canadian Science Advisory Secretariat, Ottawa. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/347458.pdf.",2012,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"stock assessment, life history",< 5 years,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,"hydroacoustics, not specified, tuck seine",NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,"fisheries, not linked to a pressure",NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,fisheries,density dependence,NA,NA,QueGul,,,,
"Grégoire, F., and Fitzgerald, K.","Grégoire, F., and Fitzgerald, K. 1991. Analysis of Atlantic mackerel (Scomber scombrus L.) catch data gathered by a fisherman in Dingwall, Nova Scotia, from 1983 to 1990. Division de la recherche sur les pêches, Ministère des Pêches et Océans, Mont-Joli, Québec U6 - ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info%3Asid%2Fsummon.serialssolutions.com&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.atitle=Analyse+des+donn%C3%A9es+de+captures+de+maquereaux. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/123701.pdf.",1991,organization report,Canada,Atlantic,"Southern Gulf of St. Lawrence, Scotian Shelf (Divs. 4VWX)","TEK or LEK, stock assessment",> 5 years,Atlantic Mackerel,no,Adult,no,no,no,no,"trap, other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hannah, R.W.","Hannah, R.W. 2014. Evaluating the population-level impact of the ocean shrimp (Pandalus jordani) trawl fishery on the southern distinct population segment of eulachon (Thaleichthys pacificus). Oregon Department of Fish and Wildlife, Marine Resources Program. Available from https://www.dfw.state.or.us/MRP/shellfish/commercial/shrimp/docs/ODFW-INFO-2014-06-Hannah-Estimating_fishing_rate_of_eulachon.pdf.",2014,organization report,USA,Pacific,"Washington, Oregon, or California, BC",life history,> 5 years,Eulachon,no,not specified,no,yes,no,no,commercial bottom trawl,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pacific,,,,
"LeBlanc, M., Gauthier, S., Garbus, S. E., Mosbech, A., & Fortier, L.","LeBlanc, M., Gauthier, S., Garbus, S. E., Mosbech, A., & Fortier, L. (2019). The co-distribution of Arctic cod and its seabird predators across the marginal ice zone in Baffin Bay. Elementa, 7(1), 1–18. https://doi.org/10.1525/elementa.339",2019,journal paper,Canada,Arctic,"Baffin Bay, Greenland",migration,1 year,Arctic Cod,no,"Juvenile, Adult",no,yes,yes,no,"bottom trawl, other, predator, hydroacoustics",38-120,NA,NA,"ice, predators",ice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ice,NA,NA,NA,Arctic,,,,
"McGladdery, S.","McGladdery, S. 1986 Anisakis simplex (Nematoda: Anisakidae) infection of the musculature and body cavity of Atlantic herring (Clupea harengus harengus ). CJFAS 43:1312-1317",1986,journal paper,Canada,Atlantic,"Southern Newfoundland (Divs. 3NOPs), Scotian Shelf (Divs. 4VWX), Bay of Fundy",stock structure,< 5 years,Atlantic Herring,no,not specified,no,no,no,no,not specified,NA,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Dalley, E.L., and Winters, G.H.","Dalley, E.L., and Winters, G.H. 1987. Early life history of sand lance(Ammodytes), with evidence for spawning of A. dubius in Fortune Bay, Newfoundland. Fish. Bull. 85(3): 631–641.",1987,journal paper,Canada,Atlantic,Southern Newfoundland (Divs. 3NOPs),"distribution, life history",< 5 years,sand lances,no,Larval,no,no,no,no,plankton net,NA,NA,catch,other pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Gregoire, F., and Beaudin, L.","Gregoire, F., and Beaudin, L. 2014. Analytical assessment of Atlantic mackerel (Scomber scombrus L.) in NAFO Subareas 3 and 4 in 2013. In Research document (Canadian Science Advisory Secretariat)/Document de recherche (Secretariat canadien de consultation scientifique). Canadian Science Advisory Secretariat, Ottawa. Available from https://www.proquest.com/docview/1642630020?accountid=27308.",2014,organization report,Canada,Atlantic,Atlantic Canada (all 6 Eastern Canada regions included in study),"stock assessment, life history",> 5 years,Atlantic Mackerel,no,"Adult, Egg",no,no,no,no,not specified,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,"fisheries, not linked to a pressure",NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,fisheries,not linked to a pressure,NA,NA,QueGul,,,,
"Hannah, R.W.","Hannah, R.W. 2016. Modeling the effect of changing fishing effort and bycatch reduction technology on risk to eulachon (Thaleichthys pacificus) from bycatch mortality in the ocean shrimp (Pandalus jordani) trawl fishery. Oregon Department of Fish and Wildlife, Marine Resources Program. Available from https://www.dfw.state.or.us/MRP/shellfish/commercial/shrimp/docs/ODFW-INFO-2016-02-Modeling the effect of changing fishing effort and bycatch reduction.pdf.",2016,organization report,USA,Pacific,"Washington, Oregon, or California","life history, other",< 5 years,Eulachon,no,not specified,no,yes,no,no,commercial bottom trawl,NA,NA,NA,NA,NA,NA,NA,NA,fisheries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dfw.state.or.us/MRP/shellfish/commercial/shrimp/docs/ODFW-INFO-2016-02-Modeling the effect of changing fishing effort and bycatch reduction.pdf,Pacific,,,,
"Hunter, J. G.","Hunter, J. G. (1979). Abundance and distribution of arctic cod, Boreogadus saida, in the southeastern Beaufort Sea. Canadian Atlantic Fisheries Scientific Advisory Committee, 39, 1–13. Retrieved from http://scholar.google.no/scholar?start=70&q=boreogadus+saida&hl=no&as_sdt=0#1",1979,organization report,Canada,Arctic,Beaufort Sea,distribution,< 5 years,Arctic Cod,no,Juvenile,no,no,no,no,pelagic trawl,NA,NA,standardized abundance,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Lesage, V.","Lesage, V. 2014. Trends in the trophic ecology of St. Lawrence beluga (Delphinapterus leucas) over the period 1988-2012, based on stable isotope analysis. Canadian Science Advisory Secretariat, Ottawa. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/361182.pdf.",2014,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,ecosystem,> 5 years,Capelin,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
